title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Kenya Gaturiri,Durango Coffee Company,93,"Durango, Colorado",2024-04-01,9.0,9.0,8,9,8.0,Kenya Gaturiri,1,0,0,0,0,0,19.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.66,58.0,78.0,False,False,False,False,True
Guatemala La Merced Espresso,Durango Coffee Company,93,"Durango, Colorado",2024-04-01,9.0,,8,9,8.0,Guatemala La Merced Espresso,0,0,1,0,0,0,18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.58,54.0,74.0,False,False,False,False,True
Putra Gayo Sumatra Espresso,JBC Coffee Roasters,95,"Madison, Wisconsin",2024-03-01,9.0,,9,9,9.0,Putra Gayo Sumatra Espresso,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,59.0,77.0,False,False,False,False,True
Colombia Paraiso 92 Geisha Double Anaerobic,Bargain Cafe,95,"Taitung, Taiwan",2024-03-01,9.0,9.0,9,9,9.0,Colombia Paraiso 92 Geisha Double Anaerobic,0,0,0,0,0,0,22.50/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.79,62.0,82.0,False,True,False,False,False
Kenya Blackberry Honey,Bargain Cafe,94,"Taitung, Taiwan",2024-03-01,9.0,9.0,9,9,8.0,Kenya Blackberry Honey,1,0,0,0,0,0,10.50/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.37,62.0,80.0,False,True,False,False,False
Ethiopia Honey Peach of Floral Language,Bargain Cafe,93,"Taitung, Taiwan",2024-03-01,9.0,9.0,8,9,8.0,Ethiopia Honey Peach of Floral Language,1,0,0,0,0,0,10.50/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.37,65.0,81.0,False,True,False,False,False
Putra Gayo Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-03-01,9.0,9.0,9,9,8.0,Putra Gayo Sumatra,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,59.0,77.0,False,False,False,False,True
Putra Gayo Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-03-01,9.0,9.0,9,9,8.0,Putra Gayo Sumatra,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,59.0,77.0,False,False,False,False,True
Kenya Gachika,Utopian Coffee,94,"Fort Wayne, Indiana",2024-03-01,9.0,9.0,9,9,8.0,Kenya Gachika,1,0,0,0,0,0,21.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.75,62.0,80.0,False,True,False,False,False
Hey Much Espresso Blend,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-03-01,9.0,,9,9,8.0,Hey Much Espresso Blend,0,0,1,0,0,1,6.75/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.84,56.0,80.0,False,False,False,False,True
Ethiopia Black Honey Guji Wate Lot Tabby,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-03-01,9.0,9.0,9,9,8.0,Ethiopia Black Honey Guji Wate Lot Tabby,1,0,0,0,0,0,10.20/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.27,63.0,81.0,False,True,False,False,False
Golden Parrot Blend,Kakalove Cafe,93,"Chia-Yi, Taiwan",2024-03-01,9.0,,8,9,8.0,Golden Parrot Blend,1,0,1,0,0,1,6.30/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.79,57.0,77.0,False,False,False,False,True
Golden Parrot Blend,Kakalove Cafe,93,"Chia-Yi, Taiwan",2024-03-01,9.0,,8,9,8.0,Golden Parrot Blend,1,0,1,0,0,1,6.30/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.79,57.0,77.0,False,False,False,False,True
Finca Vista Hermosa Edwin’s Reserve Guatemala,Torque Coffee,94,"San Diego, California",2024-03-01,9.0,9.0,9,9,8.0,Finca Vista Hermosa Edwin’s Reserve Guatemala,0,0,1,0,0,0,21.34/12ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,21.34,63.0,81.0,False,True,False,False,False
Costa Rica Las Lajas Perla Negra,Durango Coffee Company,95,"Durango, Colorado",2024-02-01,9.0,9.0,9,9,9.0,Costa Rica Las Lajas Perla Negra,0,0,1,0,0,0,18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.58,58.0,80.0,False,False,False,False,True
Costa Rica Las Lajas Perla Negra,Durango Coffee Company,95,"Durango, Colorado",2024-02-01,9.0,9.0,9,9,9.0,Costa Rica Las Lajas Perla Negra,0,0,1,0,0,0,18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.58,58.0,80.0,False,False,False,False,True
Kenya AA Top Gicherori Espresso,GK Coffee,95,"Yilan, Taiwan",2024-02-01,9.0,,9,9,9.0,Kenya AA Top Gicherori Espresso,1,0,0,0,0,0,16.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.58,44.0,62.0,False,False,True,False,False
Kagunyu Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-02-01,9.0,9.0,9,9,8.0,Kagunyu Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,60.0,78.0,False,False,False,False,True
Buesaco Colombia Espresso,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-02-01,8.0,,9,9,8.0,Buesaco Colombia Espresso,0,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,57.0,75.0,False,False,False,False,True
Kariaini Kenya,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-02-01,9.0,8.0,9,9,8.0,Kariaini Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,58.0,76.0,False,False,False,False,True
Yaye Chericho Ethiopia,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-02-01,9.0,9.0,8,9,8.0,Yaye Chericho Ethiopia,1,0,0,0,0,0,22.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.75,60.0,80.0,False,False,False,False,True
Ethiopia Sasaba Guji,Temple Coffee,93,"Sacramento, California",2024-02-01,9.0,8.0,9,9,8.0,Ethiopia Sasaba Guji,1,0,0,0,0,0,24.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.04,57.0,76.0,False,False,False,False,True
Kenya AA Top Gicherori,GK Coffee,93,"Yilan, Taiwan",2024-02-01,9.0,8.0,9,9,8.0,Kenya AA Top Gicherori,1,0,0,0,0,0,16.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.58,44.0,62.0,False,False,True,False,False
Colombia Finca Milan Washed Nitro Caturra,Revel Coffee,95,"Billings, Montana",2024-02-01,9.0,9.0,9,9,9.0,Colombia Finca Milan Washed Nitro Caturra,0,0,0,0,0,0,32.00/12 ounces,45.7874957,-108.49607,-0.7,0.0,22.9,0.0,2.67,64.0,84.0,False,True,False,False,False
Peru Wiliam Shakespeare Roman Washed,Buon Caffe,93,"Taipei, Taiwan",2024-02-01,9.0,9.0,8,9,8.0,Peru Wiliam Shakespeare Roman Washed,0,0,0,0,0,0,12.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.5,59.0,77.0,False,False,False,False,True
COLLIE Espresso Blend,Buon Caffe,92,"Taipei, Taiwan",2024-02-01,9.0,,8,8,9.0,COLLIE Espresso Blend,0,0,1,0,0,1,4.77/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.6,58.0,72.0,False,False,False,False,True
BEAGLE Espresso Blend,Buon Caffe,91,"Taipei, Taiwan",2024-02-01,8.0,,8,9,7.0,BEAGLE Espresso Blend,1,0,0,0,0,1,4.77/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.6,50.0,68.0,False,False,True,False,False
AKITA Espresso Blend,Buon Caffe,91,"Taipei, Taiwan",2024-02-01,8.0,,8,8,8.0,AKITA Espresso Blend,0,0,1,0,0,1,5.07/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.63,55.0,73.0,False,False,False,False,True
Guatemala La Esperanza Anaerobic,Intuition Coffee,94,"Peoria, Illinois",2024-02-01,9.0,9.0,9,9,8.0,Guatemala La Esperanza Anaerobic,0,0,1,0,0,0,24.00/12 ounces,40.6938609,-89.5891008,5.0,2.3,24.6,6.8,2.0,64.0,86.0,False,True,False,False,False
Sumatra Pantan Musara,Utopian Coffee,94,"Fort Wayne, Indiana",2024-02-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,22.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.83,60.0,78.0,False,False,False,False,True
Sumatra Pantan Musara,Utopian Coffee,94,"Fort Wayne, Indiana",2024-02-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,22.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.83,60.0,78.0,False,False,False,False,True
Sumatra Pantan Musara,Utopian Coffee,94,"Fort Wayne, Indiana",2024-02-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,22.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.83,60.0,78.0,False,False,False,False,True
Sumatra Pantan Musara,Utopian Coffee,94,"Fort Wayne, Indiana",2024-02-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,22.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.83,60.0,78.0,False,False,False,False,True
DRC Katana Natural,Utopian Coffee,93,"Fort Wayne, Indiana",2024-02-01,9.0,8.0,9,9,8.0,DRC Katana Natural,1,0,0,0,0,0,19.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.58,62.0,82.0,False,True,False,False,False
PNG Korgua Estate Natural,Utopian Coffee,93,"Fort Wayne, Indiana",2024-02-01,9.0,8.0,9,9,8.0,PNG Korgua Estate Natural,0,0,0,0,1,0,19.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.58,60.0,82.0,False,True,False,False,False
Kona Red Bourbon Anaerobic Washed Kona Rainforest,Paradise Roasters,95,"Hilo, Hawaii",2024-02-01,9.0,9.0,9,9,9.0,Kona Red Bourbon Anaerobic Washed Kona Rainforest,0,0,0,1,0,0,60.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,15.0,60.0,82.0,False,True,False,False,False
Ethiopia Ethiopia Limu Baby Geisha Natural,Bargain Cafe,94,"Taitung, Taiwan",2024-02-01,9.0,9.0,9,9,8.0,Ethiopia Ethiopia Limu Baby Geisha Natural,1,0,0,0,0,0,11.40/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.4,56.0,84.0,False,False,False,False,True
Ethiopia Guji Violet Love Natural,Bargain Cafe,93,"Taitung, Taiwan",2024-02-01,9.0,9.0,8,9,8.0,Ethiopia Guji Violet Love Natural,1,0,0,0,0,0,10.80/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.38,59.0,82.0,False,False,False,False,True
Panama Hacienda La Esmeralda Ethiopian Accessions,Paradise Roasters,94,"Hilo, Hawaii",2024-02-01,9.0,9.0,9,9,8.0,Panama Hacienda La Esmeralda Ethiopian Accessions,0,0,1,0,0,0,40.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,10.0,65.0,84.0,False,True,False,False,False
Hawai’i Kona Peaberry Darnall Estate,Paradise Roasters,93,"HIlo, Hawaii",2024-02-01,9.0,9.0,8,9,8.0,Hawai’i Kona Peaberry Darnall Estate,0,0,0,1,0,0,30.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,7.5,58.0,80.0,False,False,False,False,True
Ethiopia Israel Degefa Wush Wush,Revel Coffee,93,"Billings, Montana",2024-02-01,9.0,9.0,8,9,8.0,Ethiopia Israel Degefa Wush Wush,1,0,0,0,0,0,23.50/12 ounces,45.7874957,-108.49607,-0.7,0.0,22.9,0.0,1.96,75.0,102.0,False,True,False,False,False
Kenya Ndaroini AA,Speedwell Coffee,93,"Plymouth, Massachusetts",2024-02-01,9.0,9.0,8,9,8.0,Kenya Ndaroini AA,1,0,0,0,0,0,18.00/12 ounces,41.9426657,-70.7618592,10.7,9.4,21.1,0.8,1.5,61.0,80.0,False,False,False,False,True
Costa Rica Palomas,Side by Each Brewing Co.,93,"Auburn, Maine",2024-02-01,9.0,9.0,8,9,8.0,Costa Rica Palomas,0,0,1,0,0,0,18.50/16 ounces,44.0979903,-70.2312137,6.7,3.7,19.8,0.2,1.16,64.0,99.0,False,True,False,False,False
Sumatra Takengon,Side By Each Brewing Co.,93,"Auburn, Maine",2024-02-01,9.0,8.0,9,9,8.0,Sumatra Takengon,0,0,0,0,1,0,20.00/16 ounces,44.0979903,-70.2312137,6.7,3.7,19.8,0.2,1.25,63.0,87.0,False,True,False,False,False
Reveille Espresso,Side By Each Brewing Co.,92,"Auburn, Maine",2024-02-01,8.0,,9,8,8.0,Reveille Espresso,0,0,1,0,0,1,18.00/16 ounces,44.0979903,-70.2312137,6.7,3.7,19.8,0.2,1.12,50.0,68.0,False,False,True,False,False
Honduras Marcala,Side By Each Brewing Co.,92,"Auburn, Maine",2024-02-01,9.0,8.0,8,9,8.0,Honduras Marcala,0,0,1,0,0,0,18.50/16 ounces,44.0979903,-70.2312137,6.7,3.7,19.8,0.2,1.16,65.0,92.0,False,True,False,False,False
Warm and Fuzzy Decaf Espresso,Side By Each Brewing Co.,91,"Auburn, Maine",2024-02-01,8.0,,8,8,8.0,Warm and Fuzzy Decaf Espresso,0,0,0,0,0,0,18.00/16 ounces,44.0979903,-70.2312137,6.7,3.7,19.8,0.2,1.12,54.0,72.0,False,False,False,False,True
My Old Friend Dark Roast,Side By Each Brewing Co.,91,"Auburn, Maine",2024-02-01,8.0,7.0,9,9,8.0,My Old Friend Dark Roast,0,0,1,0,0,1,18.00/16 ounces,44.0979903,-70.2312137,6.7,3.7,19.8,0.2,1.12,47.0,65.0,False,False,True,False,False
Laura’s Reserve SL34,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2024-02-01,10.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,8.74,62.0,80.0,False,True,False,False,False
Laura’s Reserve SL34,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2024-02-01,10.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,8.74,62.0,80.0,False,True,False,False,False
Laura’s Reserve SL34,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2024-02-01,10.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,8.74,62.0,80.0,False,True,False,False,False
Laura’s Reserve SL34,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2024-02-01,10.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,8.74,62.0,80.0,False,True,False,False,False
Panama Mokkita Natural Mama Cata Estate,Paradise Roasters,96,"Hilo, Hawaii",2024-02-01,9.0,9.0,9,10,9.0,Panama Mokkita Natural Mama Cata Estate,0,0,1,0,0,0,250.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,62.5,64.0,82.0,False,True,False,False,False
Hapa,Monarch Coffee,93,"Holualoa, Hawai’i",2024-02-01,9.0,8.0,9,9,8.0,Hapa,0,0,0,1,0,0,28.00/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,3.5,55.0,76.0,False,False,False,False,True
Colombia 510 Elegante Natural Geisha,Utopian Coffee,95,"Fort Wayne, Indiana",2024-01-01,9.0,9.0,9,9,9.0,Colombia 510 Elegante Natural Geisha,0,0,0,0,0,0,10.00/4 ounces (sold only as a two-pack),41.0799898,-85.1386015,4.1,0.0,24.0,5.8,2.5,62.0,82.0,False,True,False,False,False
Colombia Turron,Utopian Coffee,94,"Fort Wayne, Indiana",2024-01-01,9.0,9.0,9,9,8.0,Colombia Turron,0,0,0,0,0,0,10.00/4 ounces (sold only as a two-pack),41.0799898,-85.1386015,4.1,0.0,24.0,5.8,2.5,58.0,78.0,False,False,False,False,True
Mukwinja DR Congo,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-01-01,9.0,8.0,9,9,8.0,Mukwinja DR Congo,1,0,0,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,64.0,83.0,False,True,False,False,False
Buesaco Colombia,JBC Coffee Roasters,92,"Madison, Wisconsin",2024-01-01,8.0,9.0,8,9,8.0,Buesaco Colombia,0,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,64.0,91.0,False,True,False,False,False
Buesaco Colombia,JBC Coffee Roasters,92,"Madison, Wisconsin",2024-01-01,8.0,9.0,8,9,8.0,Buesaco Colombia,0,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,64.0,91.0,False,True,False,False,False
Ethiopia Layo Teraga,Utopian Coffee,95,"Fort Wayne, Indiana",2024-01-01,9.0,9.0,9,9,9.0,Ethiopia Layo Teraga,1,0,0,0,0,0,23.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.92,62.0,80.0,False,True,False,False,False
Ethiopia Reko Yirgacheffe,Temple Coffee,94,"Sacramento, California",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,24.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.04,58.0,76.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee,94,"Sacramento, California",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,24.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.04,58.0,76.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee,94,"Sacramento, California",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,24.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.04,58.0,76.0,False,False,False,False,True
Ethiopia Reko Yirgacheffe,Temple Coffee,94,"Sacramento, California",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,24.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.04,58.0,76.0,False,False,False,False,True
Guatemala Hunapu,Temple Coffee,93,"Sacramento, California",2024-01-01,9.0,8.0,9,9,8.0,Guatemala Hunapu,0,0,1,0,0,0,23.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.92,60.0,76.0,False,False,False,False,True
Guatemala Hunapu,Temple Coffee,93,"Sacramento, California",2024-01-01,9.0,8.0,9,9,8.0,Guatemala Hunapu,0,0,1,0,0,0,23.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.92,60.0,76.0,False,False,False,False,True
Honduras Delmy Regalado Octopeque,Temple Coffee,93,"Sacramento, California",2024-01-01,9.0,8.0,8,9,9.0,Honduras Delmy Regalado Octopeque,0,0,1,0,0,0,22.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.83,55.0,73.0,False,False,False,False,True
Colombia Huila El Diviso Nestor Lasso Geisha Washed,Coffeebox Coffee,95,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,9.0,Colombia Huila El Diviso Nestor Lasso Geisha Washed,0,0,0,0,0,0,23.40/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.83,66.0,84.0,False,True,False,False,False
Ethiopia Bensa Bombe,Heat Coffee,94,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Bensa Bombe,1,0,0,0,0,0,6.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.75,64.0,86.0,False,True,False,False,False
Colombia  Nariño Villa Maria La Chorrera Geisha Washed,Coffeebox Coffee,94,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Colombia  Nariño Villa Maria La Chorrera Geisha Washed,0,0,0,0,0,0,21.30/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.75,60.0,76.0,False,False,False,False,True
Kenya Kirinyaga County Gikirima Factory TOP PB,Coffeebox Coffee,94,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Kenya Kirinyaga County Gikirima Factory TOP PB,1,0,0,0,0,0,7.20/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.25,60.0,78.0,False,False,False,False,True
Colombia Huila Finca Buena Vista Geisha Washed,Coffeebox Coffee,94,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Colombia Huila Finca Buena Vista Geisha Washed,0,0,0,0,0,0,19.50/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.69,60.0,80.0,False,False,False,False,True
Ethiopia Bench Maji Geisha Special Winey,Coffeebox Coffee,93,"Taipei, Taiwan",2024-01-01,9.0,8.0,9,9,8.0,Ethiopia Bench Maji Geisha Special Winey,1,0,0,0,0,0,12.60/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.44,64.0,82.0,False,True,False,False,False
Colombia La Zulia Castillo Sweet Rose Honey,Coffeebox Coffee,93,"Taipei, Taiwan",2024-01-01,9.0,8.0,9,9,8.0,Colombia La Zulia Castillo Sweet Rose Honey,0,0,0,0,0,0,22.80/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.8,62.0,80.0,False,True,False,False,False
Wilton Benitez Geisha,JBC Coffee Roasters,96,"Madison, Wisconsin",2024-01-01,9.0,9.0,9,10,9.0,Wilton Benitez Geisha,0,0,0,0,0,0,27.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,3.38,62.0,80.0,False,True,False,False,False
Wilton Benitez Geisha,JBC Coffee Roasters,96,"Madison, Wisconsin",2024-01-01,9.0,9.0,9,10,9.0,Wilton Benitez Geisha,0,0,0,0,0,0,27.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,3.38,62.0,80.0,False,True,False,False,False
Ethiopia Natural Sidama Arbegona Bochessa,Kakalove Cafe,95,"Chia-Yi, Taiwan",2024-01-01,9.0,9.0,9,9,9.0,Ethiopia Natural Sidama Arbegona Bochessa,1,0,0,0,0,0,9.75/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.22,64.0,86.0,False,True,False,False,False
Peru Natural Villa Rica Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-01-01,9.0,,9,9,8.0,Peru Natural Villa Rica Espresso,0,0,0,0,0,0,7.50/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.94,58.0,78.0,False,False,False,False,True
Costa Rica TIM Washed Don Eli Catuai,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Costa Rica TIM Washed Don Eli Catuai,0,0,1,0,0,0,8.10/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,2.02,58.0,74.0,False,False,False,False,True
Ethiopia Natural Sidama Twakok Pearl Selection,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Natural Sidama Twakok Pearl Selection,1,0,0,0,0,0,9.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.12,62.0,80.0,False,True,False,False,False
Kenya Washed Uklili AA,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Kenya Washed Uklili AA,1,0,0,0,0,0,9.75/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.22,64.0,86.0,False,True,False,False,False
Costa Rica Natural Sin Limites SL28,Kakalove Cafe,93,"Chia-Yi, Taiwan",2024-01-01,9.0,8.0,9,9,8.0,Costa Rica Natural Sin Limites SL28,0,0,1,0,0,0,12.00/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,3.0,60.0,78.0,False,False,False,False,True
Flying Jewel Espresso,Utopian Coffee,93,"Fort Wayne, Indiana",2024-01-01,9.0,,8,8,9.0,Flying Jewel Espresso,0,0,0,0,0,0,21.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.75,58.0,80.0,False,False,False,False,True
Kenya Lemon and Citrus Symphony Super C,Bargain Cafe,93,"Taitung, Taiwan",2024-01-01,9.0,9.0,8,9,8.0,Kenya Lemon and Citrus Symphony Super C,1,0,0,0,0,0,8.97/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.32,62.0,80.0,False,True,False,False,False
Mexico Alba Flores,Utopian Coffee,93,"Fort Wayne, Indiana",2024-01-01,9.0,9.0,8,9,8.0,Mexico Alba Flores,0,0,1,0,0,0,21.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.75,60.0,78.0,False,False,False,False,True
Peru Ricardo Palma,Utopian Coffee,92,"Fort Wayne, Indiana",2024-01-01,9.0,8.0,8,9,8.0,Peru Ricardo Palma,0,0,0,0,0,0,19.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.58,59.0,77.0,False,False,False,False,True
Costa Rica Brunca Rivense La Guaca Passion Honey,Bargain Cafe,91,"Taitung, Taiwan",2024-01-01,8.0,8.0,8,9,8.0,Costa Rica Brunca Rivense La Guaca Passion Honey,0,0,1,0,0,0,11.40/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.4,63.0,84.0,False,True,False,False,False
Cold Brew,Utopian Coffee,93,"Fort Wayne, Indiana",2024-01-01,8.0,,9,9,8.0,Cold Brew,0,0,0,0,0,0,18.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.5,64.0,85.0,False,True,False,False,False
Nkanda #7 Burundi,JBC Coffee Roasters,92,"Madison, Wisconsin",2024-01-01,8.0,8.0,9,9,8.0,Nkanda #7 Burundi,1,0,0,0,0,0,21.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.75,58.0,78.0,False,False,False,False,True
Pearl,Utopian Coffee,91,"Fort Wayne, Indiana",2024-01-01,8.0,9.0,8,9,7.0,Pearl,0,0,0,0,0,0,18.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.5,64.0,86.0,False,True,False,False,False
